tokens,label
2,0
1,0
0,1
sw,1
ew,1
we,0
ee,1
te,1
eh,1
ewe,1
hw,1
te,1
tw,1
th,1
th,1
th,1
tt,1
chairman,0
,0
department,0
committee,0
on,0
graduate,0
students,0
war,0
8,0
1975,0
hydraulic,0
damper,0
design,0
for,0
a,0
knee,0
prosthesis,0
by,0
eric,0
hershler,0
bott,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
bachelor,0
of,0
science,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
february,0
,0
1975,0
signature,0
of,0
author,0
,0
emtgeesatetieweetileanos,1
gohnm,1
steve,1
eneeoneeann,1
departments,0
of,0
mechanical,0
engineering,0
and,0
physics,0
,0
february,0
23,0
,0
1975,0
certified,0
dyas,1
oon,1
es,1
tene,1
ce,1
tte,1
ttt,1
et,0
ee,1
eenenaeeneve,1
thesis,0
supervisor,0
,0
accepted,0
dy,1
0,1
coo,1
0,1
6,0
tre,0
maint,1
ftett,1
tet,1
oe,1
eee,1
ene,1
chairman,0
,0
departmental,0
committee,0
on,0
theses,0
,0
oy,1
,0
,0
mar,0
15,0
1976,0
lieoa,1
ries,1
——,1
en,1
modeling,0
and,0
simulation,0
of,0
a,0
steam,0
power,0
station,0
by,0
alberto,0
azuma,0
b,0
s,0
,0
escola,0
politecnica,0
da,0
universidade,0
de,0
s,0
paulo,0
,0
1963,0
,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
,0
degree,0
of,0
master,0
of,0
science,0
in,0
mechanical,0
engineering,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
,0
august,0
,0
1975,0
signature,0
of,0
author,0
,0
,0
,0
le,1
department,0
of,0
mechanical,0
engitieering,1
,0
august,0
11,0
,0
1975,0
certified,0
by,0
,0
,0
™hesis,1
supervisor,0
accepted,0
by,0
chairman,0
,0
department,0
committee,0
on,0
graduate,0
students,0
archives,0
park,1
ma,0
,0
ay,1
sep,0
29,0
1975,0
sisraries,1
enq,1
,0
mec,0
ta,1
it,0
modal,0
analysis,0
and,0
control,0
of,0
flexible,0
manipulator,0
arms,0
by,0
nctavio,1
maizza,0
neto,0
,0
,0
escola,0
politécnica,0
da,0
u,0
s,0
p,0
,0
s80,1
paulo,0
,0
rrazil,1
,0
1968,0
,0
s.m.e,1
,0
massachusetts,0
institute,0
of,0
technology,0
,0
1973,0
,0
mech,0
,0
e,0
,0
massachusetts,0
institute,0
of,0
technology,0
,0
1973,0
,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
hte,1
do,0
he,1
pe,1
hs,1
be,1
pe,1
ba,0
ble,1
fe,1
,0
j,0
september,0
,0
1974,0
signature,0
of,0
author,0
,0
2,0
,0
00,1
ee,1
fe,1
milo,1
fe,1
cn,1
cen,1
e,0
cence,1
nea,1
nee,1
teens,1
reeueecens,1
lams,1
g,0
certified,0
dy,1
,0
cee,1
ee,1
ee,1
eee,1
wi,1
cence,1
ees,1
em,1
eee,1
cee,1
jl,1
,0
sect,1
ee,1
tere,1
aren,1
esee,1
accepted,0
by,0
ane,1
nero,1
eee,1
seaosene,1
en,1
eee,1
ee,1
ere,1
eo,1
este,1
ese,1
re,0
eam,1
eee,1
reerceem,1
ene,1
eeoeeeeoceses,1
chairman,0
,0
vepartmental,1
committee,0
on,0
graduate,0
students,0
,0
,0
bees,1
thaf,1
ye,1
in,0
mar,0
3,0
19753,1
lenawee,1
!,1
feed,0
,0
sn,1
,0
ssecny,1
asr,1
s,0
,0
ignature,1
redacted,0
signature,0
re,0
inn,1
srrena,1
retr,1
sur,1
cay,1
omron,1
sos,1
sessions,1
sns,1
,0
age,1
cena,1
ee,1
bes,1
emsa,1
ror,1
ross,0
os,1
se,1
!,1
shaye,1
air,0
rights,0
development,0
of,0
urban,0
transit,0
corridors,0
by,0
steven,0
c,0
hayes,0
b.s,0
,0
boston,0
university,0
1971,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
master,0
of,0
architecture,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
january,0
,0
1975,0
,0
rl,1
aulhol,1
ese,1
e,0
eee,1
e,0
cece,1
reese,1
reece,0
renee,1
reese,1
eee,1
eee,1
ee,1
eee,1
heev,1
tee,1
ees,1
ae,1
pec,1
ereeenne,1
department,0
of,0
architecture,0
,0
wangafy,1
22,0
,0
1975,0
certified,0
dy,1
,0
ccc,1
ce,1
cece,1
ec,1
cee,1
nee,1
weer,1
cence,1
wee,1
ener,1
tees,1
ee,1
ener,1
ehescereceraces,1
oa,1
“,1
thesis,0
supervisor,0
accepted,0
dy,1
,0
eee,1
s,0
ccc,1
c,0
cece,1
rere,1
rece,1
eee,1
ene,1
e,0
eens,1
nterernee,1
mee,1
ee,1
eee,1
ree,1
ee,1
eae,1
eee,1
tene,1
chairman,0
,0
departmental,0
committee,0
on,0
graduate,0
students,0
archives,0
gees,1
,0
tht,1
lécy,1
feb,0
13,0
1975,0
housing,1
,0
box,1
and,0
panel,0
by,0
william,0
harold,0
soupcoff,0
b,0
,0
arch,0
,0
university,0
of,0
cincinnati,0
1972,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
‘,1
degree,0
of,0
master,0
of,0
architecture,0
4°s,1
,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
june,0
,0
1975,0
signature,0
of,0
author,0
,0
s,0
os.retem,1
re,0
,0
tes,1
in,0
a,0
‘,1
depdlngrt,1
of,0
wi,1
fie,1
,0
,0
may,0
certified,0
by,0
,0
we,0
,0
vas,1
e,0
ieee,1
”,1
wees,1
cette,1
tenes,1
accepted,0
by,0
,0
,0
rs,1
pettitt,1
ee,1
eee,1
,0
,0
chairman,0
,0
departmental,0
,0
committee,0
archives,0
“,1
pass,1
,0
,0
rst,1
,0
eee,1
jun,0
12,0
1975,0
libraries,0
an,0
additive,0
approach,0
to,0
the,0
design,0
of,0
urban,0
paths,0
and,0
sdges,1
by,0
david,0
cylkowskt,0
b,0
,0
a,0
,0
brandeis,0
university,0
1970,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
naster,1
of,0
architecture,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
june,0
,0
1975,0
wy,1
signature,0
of,0
avthor,1
,0
or,0
lee,0
ere,1
mye,1
eee,1
ee,1
,0
department,0
of,0
architecture,0
,0
,0
date,0
,0
vos,1
,0
om,1
,0
certified,0
by,0
,0
e,0
,0
ane,1
weve,1
ores,1
gree,1
¢,1
6,0
,0
,0
oe,1
thesig,1
supervisor,0
accepted,0
by,0
,0
pete,1
eee,1
ee,1
ee,1
ee,1
ele,1
ees,1
rotch,0
chairman,0
,0
departmental,0
conmittee,0
natural,0
forces,0
and,0
the,0
craft,0
of,0
building,0
,0
site,0
reconnatssance,1
by,0
vivian,0
ellen,0
loftness,0
b.s.a.d,0
,0
massachusetts,0
institute,0
of,0
technology,0
1974,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
master,0
of,0
architecture,0
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
may,0
,0
1975,0
signature,0
of,0
author,0
,0
,0
2,0
,0
eee,1
ep,1
eee,1
ee,1
department,0
gf,1
architecture,0
“,1
a,0
a,0
nn,1
may,0
16,0
,0
1975,0
certified,0
by,0
,0
,0
two,0
ee,1
,0
thesis,0
supervisor,0
,0
accepted,0
by..é,1
4,0
,0
‘,1
chairman,0
,0
departmehtal,1
committee,0
,0
on,0
grafuate,1
students,0
,0
rotch,0
pass,1
,0
inst,0
,0
te,1
,0
jun,0
3,0
1975,0
lien,1
arie®,1
library,1
copy,1
the,0
corrosion,0
of,0
steel,0
in,0
saline,0
solutions,0
of,0
hydrogen,0
sulfide,0
by,0
sanford,0
j,0
neuhaus,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
5.2,1
degree,0
from,0
the,0
massachusetts,0
institute,0
of,0
technology,0
1945,0
signature,0
of,0
author,0
,0
aoe,1
eeeaceee,1
,0
department,0
of,0
chemical,0
engineering,0
,0
june,0
,0
1945,0
,0
,0
,0
eee,1
eae,1
,0
signature,0
or,0
thesis,0
supervisor,0
e,0
,0
,0
eea,1
ozer,1
gee,1
evteen,1
toes,1
ete,1
tenn,1
ee,1
gen,1
eens,1
t,0
v,0
the,0
chromium-oxygen-hydrogen,0
equilibrium,0
in,0
liquid,0
iron,0
by,0
hsin-min,0
chen,0
b,0
s,0
,0
national,0
tsinghua,0
university,0
1935,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
science,0
from,0
the,0
massachusetts,0
institute,0
of,0
technology,0
1945,0
signature,0
of,0
author,0
department,0
of,0
metallurgy,0
june,0
4,0
,0
1945,0
,0
signature,0
of,0
professor,0
in,0
charge,0
of,0
research,0
,0
',1
signature,0
of,0
chairman,0
department,0
committee,0
on,0
graduate,0
students,0
vs,1
oa,1
sec,1
deepen,1
,0
te,1
pie,1
,0
si,1
a,0
a,0
at,0
a,0
a,0
study,0
of,0
a,0
ratlroad,1
tsrminal,1
for,0
seadtle,1
puggested,1
seneme,1
for,0
unification,0
of,0
railroad,0
facilities,0
,0
with,0
recommendations,0
for,0
city,0
planning,0
considerations,0
in,0
relation,0
to,0
and,0
in,0
the,0
vicinity,0
of,0
the,0
station,0
,0
submitted,0
as,0
partial,0
fulfillment,0
of,0
the,0
reyuirenents,1
for,0
the,0
degres,1
of,0
mastin,1
in,0
anchitsctuns,1
to,0
,0
william,0
wilson,0
wurster,0
,0
dean,0
school,0
of,0
arcnitecture,1
aud,0
flanning,1
massachusetts,0
institute,0
of,0
teennology,1
september,0
20,0
,0
146,1
by,0
,0
,0
arnoid,0
gordon,0
gangnes,0
b,0
,0
arch,0
,0
university,0
of,0
washington,0
1942,0
|,0
theoretical,0
investigation,0
of,0
standing,0
waves,0
in,0
hydraulic,0
structures,0
by,0
archie,0
allan,0
stone,0
massachusetts,0
institute,0
of,0
technology,0
september,0
,0
1946,0
v,0
design,0
of,0
dynamic,0
analyzer,0
by,0
richard,0
y,0
newton,0
b.s,0
,0
case,0
school,0
of,0
applied,0
science,0
1942,0
submitted,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
master,0
of,0
science,0
degree,0
in,0
mechanical,0
engineering,0
from,0
the,0
massachusetts,0
institute,0
of,0
technology,0
1946,0
signature,0
redacted,0
acceptance,0
,0
signature,0
redacted,0
instructor,0
in,0
charge,0
of,0
thesis,0
,0
j,0
g,0
anst,1
,0
¢,1
yr,1
“,1
oy,1
“,1
may,0
18,0
1946,0
wf,1
inary,1
on,0
the,0
fourier,0
series,0
of,0
the,0
square,0
of,0
a,0
function,0
by,0
stephen,0
harry,0
crandall,0
m.e,0
,0
stevens,0
institute,0
of,0
technology,0
1942,0
submitted,0
in,0
partial,0
pulpillment,1
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philcsophy,1
at,0
the,0
massachusetts,0
institute,0
of,0
technology,0
signature,0
of,0
author,0
ow,1
hy,1
2,0
,0
see,1
2,0
ee,1
a,0
,0
department,0
of,0
mathematics,0
,0
“,1
feb,0
,0
4,0
,0
``,1
1946,0
,0
certified,0
byt,1
,0
©,0
©,0
,0
2,0
2,0
8,0
»,1
©,0
,0
°,1
©,0
mince,1
et,0
ew,1
let,1
thesis,0
‘,1
sipervisor,1
,0
©,0
,0
«,1
©,0
,0
ole,1
a,0
me,1
7a,1
we,0
,0
,0
,0
e,0
,0
,0
«,1
,0
,0
«,1
a,0
2,0
,0
chaise,1
men,1
,0
dest,1
,0
am,1
,0
on,0
gre,1
duete,1
students,0
j,0
massachusetts,0
institute,0
of,0
technology,0
thesis,0
trawwlir,1
design,0
by,0
viggo,0
e,0
maack,0
course,0
xiii,0
cambridge,0
,0
massachusettts,0
june,0
,0
1946,0
v,0
,0
formatting,0
variables,0
and,0
typeface,0
variations,0
of,0
dot-matrix,0
print,0
and,0
their,0
effect,0
on,0
,0
reading,0
comprehension,0
and,0
reading,0
speed,0
by,0
james,0
a,0
holmes,0
,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
education,0
in,0
vocational,0
and,0
technical,0
education,0
march,0
,0
1986,0
blacksburg,0
,0
virginia,0
a,0
“,1
comparison,0
of,0
the,0
efficiency,0
and,0
effectiveness,0
of,0
two,0
models,0
for,0
determining,0
the,0
cost,0
of,0
special,0
education,0
programs,0
by,0
kenneth,0
l..kienas,1
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctgr,1
of,0
education,0
in,0
administration,0
and,0
supervision,0
of,0
special,0
education,0
apprqved,1
,0
richard,0
g,0
salmon,0
,0
co-chairman,0
phili,0
ra,1
jones,0
,0
co-chairman,0
johe7a,1
,0
mclaughl,1
in,0
mhirley,1
a,0
jofifs,1
shirhey,1
a,0
underwood,0
may,0
,0
1986,0
blacksburg,0
,0
virginia,0
fundamental,0
adhesive,0
studies,0
of,0
block,0
copolymers,0
by,0
margaret,0
mary,0
sheridan,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
chemistry,0
approved,0
,0
“,1
t.c,0
,0
ward,0
,0
chairman,0
d.w,0
dwight,0
',1
—,1
“,1
wakt,1
oglioruso,0
looe,1
meee,1
a,0
j.e,0
,0
mcgrath,0
j.pé/wightman,1
october,0
,0
1985,0
blacksburg,0
,0
virginia,0
4,0
,0
ey,1
they,0
expertence,1
of,0
the,0
catholic,0
diocese,0
of,0
richmond,0
with,0
esea,0
title,0
i,0
,0
april,0
1965,0
,0
december,0
1976,0
,0
by,0
richard,0
j.yfenchak,1
yg,1
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
education,0
in,0
educational,0
administration,0
approved,0
,0
david,0
j,0
parks,0
,0
co-chair,1
,0
thomas,0
c,0
hunt,0
,0
co-chair,1
,0
—m,1
,0
david,0
alexanfler,1
james,0
w,0
michaels,0
v,0
kenneth,0
e,0
underwood,0
january,0
,0
1986,0
blacksburg,0
,0
virginia,0
assessment,0
of,0
coal,0
liquefaction,0
behavior,0
through,0
product,0
characterization,0
with,0
hyphenated,0
chromatographic/spectroscopic,0
methods,0
by,0
john,0
william,0
heligeth,1
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
chemistry,0
approved,0
,0
ieee,1
,0
de,0
t,0
aaylor,1
,0
chairman,0
“,1
j,0
g,0
mason,0
ife,1
,0
wightman,0
=,1
sahih,1
ey,1
hn,1
ae,1
—,1
=,1
,0
j,0
—y,1
g,0
l,0
lomg,1
d,0
g,0
i,0
kingston,0
december,0
1986,0
blacksburg,0
,0
virginia,0
scaling,0
effect,0
in,0
cone,0
penetration,0
testing,0
in,0
sand,0
by,0
walid,0
khaled,0
eid,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
civil,0
engineering,0
approved,0
,0
ww,1
g,0
w,0
clough,0
,0
chairman,0
rd,1
,0
krebs,0
,0
j,0
m,0
duncan,0
t,0
kuppuseamy,0
c,0
w,0
smith,0
march,0
,0
!,1
987,1
blacksburg,0
,0
virginia,0
,0
ed,0
g,0
kat,1
intelligent,0
and,0
integrated,0
load,0
management,0
system,0
by,0
mutasim,0
fuad,0
baba,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
electrical,0
engineering,0
approved,0
,0
saifur,0
rahman,0
,0
chairman,0
z£,1
,0
pws,1
charles,0
e,0
nunnally,0
,0
john,0
w,0
roach,0
william,0
h,0
mashburt,1
,0
ls,1
,0
john,0
ae,1
august,0
1987,0
blacksburg,0
,0
virginia,0
bq,1
los,0
attentional,0
demand,0
evaluation,0
for,0
an,0
automobile,0
moving-map,0
navigation,0
system,0
by,0
thomas,0
a,0
dingus,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
industrial,0
engineering,0
and,0
operations,0
research,0
approved,0
,0
dr,0
walter,0
w,0
wierwille,0
,0
chalrman,1
dr,0
j,0
g,0
casali,0
‘,1
dr,0
,0
r,0
d,0
dryden,0
“,1
proe,1
,0
p.ni,1
,0
kemmer1img,1
dr,0
h,0
l,0
yder,1
march,0
1987,0
a,0
“,1
9,0
refractometry,0
by,0
total,0
reflection,0
by,0
mickey,0
e,0
gunter,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
geological,0
sciences,0
approved,0
,0
f,0
donald,0
bloss,0
,0
chairman,0
susan,0
c,0
eriksson,0
|,0
guy,0
j,0
indebetouw,0
paul,0
h,0
ribbe,0
,0
j,0
alexander,0
sheer,0
october,0
1987,0
blacksburg,0
,0
virginia,0
the,0
systematics,0
and,0
ecology,0
of,0
boletes,0
with,0
special,0
reference,0
to,0
the,0
genus,0
suillus,0
and,0
its,0
ectomycorrhizal,0
relationships,0
in,0
nepal,0
by,0
henry,0
van,0
tuyl,0
cotter,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
botany,0
approved,0
,0
orson,0
k,0
miller,0
,0
jr,0
,0
chairman,0
,0
soiehome,1
ee,1
ae,1
ee,1
7,0
khidir,0
w,0
hilu,0
4,0
john,0
g,0
palmer,0
7,0
robert,0
a,0
paterson,0
,0
,0
ry,1
say,1
stipes,0
july,0
,0
1987,0
blacksburg,0
,0
virginia,0
design,0
and,0
characterization,0
of,0
zeolites,1
supported,0
cobalt,0
carbonyl,0
catalysts,0
by,0
melissa,0
clare,0
connaway,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
ap,1
proved,1
,0
ooctor,1
of,0
philosophy,0
ia,1
chemistry,0
8,0
e,0
hanson,0
,0
chairman,0
,0
j,0
g,0
dillard,0
j,0
mamightman,1
j,0
m,0
tanko,0
m,0
e,0
davis,0
july,0
,0
1987,0
blacksburg,0
,0
virginia,0
the,0
agency,0
cost,0
of,0
financial,0
decision,0
making,1
,0
an,0
empirical,0
analysis,0
by,0
claire,0
elaine,0
crutchiey,1
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
finance,0
approved,0
,0
robert,0
s,0
hansen,0
,0
chairman,0
,0
daka,0
j,0
ghnson,1
°,1
raman,0
kumar,0
,0
,0
“,1
arthut,0
j,0
keown,0
,0
stephen,0
p,0
ferris,0
bernard,0
w,0
taylor,0
july,0
,0
1987,0
blacksburg,0
,0
virginia,0
an,0
analysis,0
of,0
trends,0
and,0
conditions,0
in,0
school,0
districts,0
with,0
black,0
superintendents,0
and,0
a,0
composite,0
profile,0
of,0
the,0
black,0
superintendent,0
at,0
his/her,0
initial,0
appointment,0
by,0
sterling,0
i,0
marshall,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
education,0
in,0
educational,0
administration,0
approved,0
,0
dr,0
kenneth,0
e,0
underwood,0
,0
chairman,0
,0
r,0
jimmie,0
c,0
fortune,0
bp,1
,0
florette,0
dukes,0
m,0
,0
kadzie,1
dr,0
david,0
alexarider,1
dr,0
ronald,0
mckeen,0
dr,0
houston,0
conley,0
july,0
1986,0
blacksburg,0
,0
virginia,0
dielectric,0
characterization,0
using,0
a,0
wideband,0
dielectric,0
filled,0
cavity,0
,0
wdfc,1
,0
by,0
mohammad,0
ali,0
saed,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
electrical,0
enginecring,1
approved,0
,0
sedki,0
m,0
riad,0
,0
chairman,0
ioannis,0
m,0
besieris,0
gary,0
s,0
brown,0
william,0
a,0
davis,0
aicha,0
elshabini-riad,0
ronald,0
d,0
riess,0
november,0
13,0
,0
1987,0
blacksburg,0
,0
virginia,0
lamb,0
wave,0
propagation,0
in,0
laminated,0
composite,0
plates,0
by,0
bruce,0
s,0
tang,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
engineering,0
mechanics,0
approved,0
,0
e.g,0
,0
henneke,0
,0
i1,1
,0
chairman,0
r,0
o,0
claus,0
j,0
c,0
duke,0
,0
jr,0
,0
d,0
h,0
morris,0
c,0
w,0
smith,0
december,0
,0
1988,0
blacksburg,0
,0
virginia,0
no-till,0
establishment,0
of,0
switchgrass,0
and,0
caucasian,0
bluestem,0
by,0
james,0
r,0
mckenna,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
agronomy,0
approved,0
,0
dale,0
d,0
wolf,0
,0
chairman,0
“,1
—,1
“,1
“,1
marcus,0
m,0
or,0
b,0
,0
s¢ott,1
hagood,0
7,0
davig,1
,0
parrish,0
harlan,0
e,0
white,0
may,0
9,0
,0
1988,0
blacksburg,0
,0
virginia,0
a,0
comparison,0
of,0
the,0
circumplex,0
model,0
of,0
family,0
functioning,0
and,0
maccoby,0
and,0
martin,0
's,1
parenting,0
typologies,0
by,0
joanna,0
m,0
grymes,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
,0
in,0
family,0
and,0
child,0
development,0
approved,0
,0
,0
nw,1
ere,1
tae,1
an,0
janet,0
k,0
sawyers,0
,0
chair,0
cent,1
w,0
maxwell,0
leland,0
j,0
,0
,0
4aiplson,1
j,0
,0
fr,1
‘,1
a,0
,0
—,1
c,0
amnanmed,1
————————_—_——,1
howard,0
‘,1
0,1
,0
protinsky,0
],1
dennis,0
e,0
hinkle,0
december,0
,0
1988,0
blacksburg,0
,0
virginia,0
pollination,0
ecology,0
of,0
the,0
simultancously,1
flowering,0
impatiens,0
capensis,0
and,0
j,0
pallida,0
by,0
john,0
l,0
randall,0
,0
jr,0
,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
botany,0
approved,0
,0
,0
khidir,0
w,0
hilu,0
,0
chairman,0
duncan,0
m,0
porter,0
,0
david,0
a,0
west,0
richard,0
d,0
fell,0
,0
i,0
,0
golde,0
|-molizman,1
may,0
,0
1988,0
blacksburg,0
,0
virginia,0
prediction,0
model,0
for,0
the,0
onset,0
of,0
edge-effect,0
delamination,0
at,0
holes,0
in,0
composite,0
laminates,0
by,0
doron,0
shalev,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
engineering,0
science,0
and,0
mechanics,0
approved,0
,0
k,0
l,0
reifsnider,0
cc,1
,0
w,0
smith,0
r,0
t,0
haftka,0
r,0
,0
,0
m,0
jones,0
r,0
a,0
heller,0
july,0
,0
1988,0
blacksburg,0
,0
virginia,0
isolation,0
and,0
characterization,0
of,0
ferulic,0
acid,0
carbohydrate,0
esters,0
from,0
corn,0
hull,0
,0
zea,1
mays,1
,0
by,0
robert,0
nicholas,0
antenucci,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
philosophy,0
in,0
food,0
science,0
and,0
technology,0
approved,0
,0
j,0
k,0
palmer,0
,0
chairman,0
t,0
w,0
n,0
eigel,0
j,0
c,0
jobfson,1
g,0
j,0
flick,0
jor,1
“,1
wf,1
,0
d,0
pierson,0
april,0
,0
1988,0
blacksburg,0
,0
virginia,0
a,0
descriptive,0
and,0
exploratory,0
study,0
of,0
peer,0
coaching,0
and,0
selected,0
factors,0
in,0
the,0
working,0
environment,0
of,0
elementary,0
,0
middle,0
,0
and,0
high,0
school,0
teachers,0
in,0
a,0
large,0
suburban,0
virginia,0
public,0
school,0
system,0
by,0
lena,0
hall,0
dissertation,0
submitted,0
to,0
the,0
faculty,0
of,0
the,0
virginia,0
polytechnic,0
institute,0
and,0
state,0
university,0
in,0
partial,0
fulfillment,0
of,0
the,0
requirements,0
for,0
the,0
degree,0
of,0
doctor,0
of,0
education,0
in,0
educational,0
administration,0
approved,0
,0
‘,1
ronald,0
l,0
mckeen,0
,0
chairman,0
